distortion,level,model,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,gt_count,prediction_count
SevereJPEG,60.0,fine_tuned,truck,0.21234264607904074,0.27099451217396847,0.018156424581005588,0.5652173913043478,0.782537486413385,23.0,716.0
SevereJPEG,40.0,pretrained,person,0.17872889611252854,0.337086076202748,0.05946511280442253,0.5566433566433566,0.7262103390387932,715.0,6693.0
SevereJPEG,40.0,pretrained,bicycle,0.09185995616579765,0.1740959262513825,0.06078824315297261,0.3273381294964029,0.6946446861984464,278.0,1497.0
SevereJPEG,40.0,pretrained,car,0.32617830783902313,0.5258525453341957,0.09542331129262284,0.6473175021987687,0.7637987952224362,1137.0,7713.0
SevereJPEG,40.0,pretrained,motorcycle,0.04990361343046459,0.1389920330775471,0.058823529411764705,0.21621621621621623,0.6507963670308808,37.0,136.0
SevereJPEG,40.0,pretrained,bus,0.32928841922653806,0.3963008800880088,0.02546296296296296,0.5238095238095238,0.8668059370359228,21.0,432.0
SevereJPEG,40.0,pretrained,train,0.07106710671067107,0.33663366336633666,0.010869565217391304,0.3333333333333333,0.5679042811820652,3.0,92.0
SevereJPEG,40.0,pretrained,truck,0.18550867148783579,0.23442587209228735,0.020348837209302327,0.6086956521739131,0.7877712960263398,23.0,688.0
SevereJPEG,40.0,fine_tuned,person,0.19824989050434394,0.3875217536400876,0.026158171372692825,0.5986013986013986,0.7166599260449509,715.0,16362.0
SevereJPEG,40.0,fine_tuned,bicycle,0.12771054419964484,0.27044457789505405,0.04197390811117414,0.5323741007194245,0.6912937724563255,278.0,3526.0
SevereJPEG,40.0,fine_tuned,car,0.37054219460115767,0.5908104450584589,0.09034198507296425,0.7132805628847845,0.772674219692024,1137.0,8977.0
SevereJPEG,40.0,fine_tuned,motorcycle,0.06759534098206199,0.13066939074439393,0.040740740740740744,0.2972972972972973,0.7216188572700301,37.0,270.0
SevereJPEG,40.0,fine_tuned,bus,0.25957467927243855,0.3131777463460632,0.1111111111111111,0.42857142857142855,0.8884676413529436,21.0,81.0
SevereJPEG,40.0,fine_tuned,train,0.0,0.0,0.0,0.0,0.0,3.0,92.0
SevereJPEG,40.0,fine_tuned,truck,0.20061236606321947,0.2698904312749994,0.018922852983988356,0.5652173913043478,0.7727286423533484,23.0,687.0
SevereJPEG,20.0,pretrained,person,0.17074325611952695,0.3288329674428182,0.055197034189207746,0.5622377622377622,0.7142032074760091,715.0,7283.0
SevereJPEG,20.0,pretrained,bicycle,0.08234999281896663,0.15065193453908704,0.05930470347648262,0.3129496402877698,0.6862625582470561,278.0,1467.0
SevereJPEG,20.0,pretrained,car,0.31582374063366125,0.514034121489536,0.08748022873828933,0.6323658751099385,0.7635316240442326,1137.0,8219.0
SevereJPEG,20.0,pretrained,motorcycle,0.03832048204567254,0.10376176119662908,0.04597701149425287,0.21621621621621623,0.6670054771033977,37.0,174.0
SevereJPEG,20.0,pretrained,bus,0.3216488008340002,0.41098486232387077,0.027149321266968326,0.5714285714285714,0.8239690738153517,21.0,442.0
SevereJPEG,20.0,pretrained,train,0.03702970297029703,0.16831683168316833,0.012048192771084338,0.3333333333333333,0.5406366097103299,3.0,83.0
SevereJPEG,20.0,pretrained,truck,0.1760549167367889,0.2233272509988755,0.01756587202007528,0.6086956521739131,0.7932800372169792,23.0,797.0
SevereJPEG,20.0,fine_tuned,person,0.19123562107925632,0.37197296926288276,0.02465082965262027,0.5776223776223777,0.7145103227560217,715.0,16754.0
SevereJPEG,20.0,fine_tuned,bicycle,0.12796005863748752,0.274225064293942,0.041969330104923326,0.5611510791366906,0.677786462037199,278.0,3717.0
SevereJPEG,20.0,fine_tuned,car,0.35802486542796413,0.5731732979854267,0.08476394849785408,0.6948109058927001,0.7715575057284647,1137.0,9320.0
SevereJPEG,20.0,fine_tuned,motorcycle,0.07642231467567341,0.16250462878943772,0.04391891891891892,0.35135135135135137,0.7422754858342385,37.0,296.0
SevereJPEG,20.0,fine_tuned,bus,0.22042668552569541,0.25683639792550683,0.08641975308641975,0.3333333333333333,0.9059730112645593,21.0,81.0
SevereJPEG,20.0,fine_tuned,train,0.0,0.0,0.0,0.0,0.0,3.0,108.0
SevereJPEG,20.0,fine_tuned,truck,0.18610567430641906,0.2511384055325329,0.017218543046357615,0.5652173913043478,0.7473347016162143,23.0,755.0
SevereJPEG,5.0,pretrained,person,0.11081686260396421,0.22845910578202114,0.03767480692965978,0.5048951048951049,0.6800064172205594,715.0,9582.0
SevereJPEG,5.0,pretrained,bicycle,0.04324949149203508,0.07795052684717607,0.060294117647058824,0.1474820143884892,0.6936522482887495,278.0,680.0
SevereJPEG,5.0,pretrained,car,0.2495916401049106,0.434226847982653,0.06328052190121156,0.5971855760773966,0.7391031303915093,1137.0,10730.0
SevereJPEG,5.0,pretrained,motorcycle,0.012542631331621442,0.08631565931239998,0.019498607242339833,0.1891891891891892,0.615266973926885,37.0,359.0
SevereJPEG,5.0,pretrained,bus,0.1872604842901872,0.19762086098719758,0.011904761904761904,0.2857142857142857,0.886202189130939,21.0,504.0
SevereJPEG,5.0,pretrained,train,0.01122112211221122,0.02805280528052805,0.003278688524590164,0.3333333333333333,0.6869192041419069,3.0,305.0
SevereJPEG,5.0,pretrained,truck,0.13367337401339177,0.15888798744527513,0.007558139534883721,0.5652173913043478,0.7674711591152277,23.0,1720.0
SevereJPEG,5.0,fine_tuned,person,0.13302732457955663,0.26921196561894944,0.020543548041943076,0.5370629370629371,0.6884381878459545,715.0,18692.0
SevereJPEG,5.0,fine_tuned,bicycle,0.07643606077071743,0.173886868908908,0.03967965052784856,0.3920863309352518,0.6697697457546681,278.0,2747.0
SevereJPEG,5.0,fine_tuned,car,0.3180124260299033,0.5318346432929179,0.07447535383113714,0.6710642040457344,0.7600369752186967,1137.0,10245.0
SevereJPEG,5.0,fine_tuned,motorcycle,0.017835907315059057,0.044048041853370135,0.02745995423340961,0.32432432432432434,0.6955667209944845,37.0,437.0
SevereJPEG,5.0,fine_tuned,bus,0.1217731051455661,0.14796479647964794,0.04918032786885246,0.2857142857142857,0.7555008719013975,21.0,122.0
SevereJPEG,5.0,fine_tuned,train,0.0067326732673267334,0.033663366336633666,0.004347826086956522,0.3333333333333333,0.5884461404740878,3.0,230.0
SevereJPEG,5.0,fine_tuned,truck,0.14314207922001132,0.19167247562602713,0.010387157695939566,0.4782608695652174,0.743159387879298,23.0,1059.0
LowLight,0.8,pretrained,person,0.18726379177957592,0.3456715102117016,0.0625,0.5734265734265734,0.7243781003003755,715.0,6560.0
LowLight,0.8,pretrained,bicycle,0.09116786112370072,0.1733573787938871,0.06630211893369788,0.3489208633093525,0.688593348624041,278.0,1463.0
LowLight,0.8,pretrained,car,0.32905444582229687,0.5259875948242724,0.09808968974393714,0.6367634124890061,0.768281429079563,1137.0,7381.0
LowLight,0.8,pretrained,motorcycle,0.05622038440008813,0.14113306822485527,0.07751937984496124,0.2702702702702703,0.6735547543338765,37.0,129.0
LowLight,0.8,pretrained,bus,0.3374719741987467,0.4494092321660295,0.027972027972027972,0.5714285714285714,0.8221471458988862,21.0,429.0
LowLight,0.8,pretrained,train,0.032060348892032055,0.1122112211221122,0.011235955056179775,0.3333333333333333,0.5756912168842901,3.0,89.0
LowLight,0.8,pretrained,truck,0.1772413507657042,0.2294054551505039,0.0219435736677116,0.6086956521739131,0.7698349050258034,23.0,638.0
LowLight,0.8,fine_tuned,person,0.21014572804449932,0.40945848107449534,0.02622871924442038,0.6097902097902098,0.7234082755444042,715.0,16623.0
LowLight,0.8,fine_tuned,bicycle,0.12881953813570032,0.2795731937393062,0.045427375971309025,0.5467625899280576,0.6904265666550105,278.0,3346.0
LowLight,0.8,fine_tuned,car,0.3724688977674135,0.5887622490773085,0.09140642808297242,0.7053649956024626,0.7772628494993826,1137.0,8774.0
LowLight,0.8,fine_tuned,motorcycle,0.0683770794270622,0.17268278338822893,0.04428044280442804,0.32432432432432434,0.695925226804967,37.0,271.0
LowLight,0.8,fine_tuned,bus,0.24446466705494077,0.30960007765482433,0.125,0.42857142857142855,0.8693500401903227,21.0,72.0
LowLight,0.8,fine_tuned,train,0.0,0.0,0.0,0.0,0.0,3.0,85.0
LowLight,0.8,fine_tuned,truck,0.21523272494374518,0.28475108337452165,0.02009273570324575,0.5652173913043478,0.7812465912210003,23.0,647.0
LowLight,0.6,pretrained,person,0.18351410764177528,0.34062940530338504,0.06292307692307693,0.5720279720279721,0.724176753162122,715.0,6500.0
LowLight,0.6,pretrained,bicycle,0.08572257624921208,0.16409230089062093,0.06463068181818182,0.3273381294964029,0.693772666947006,278.0,1408.0
LowLight,0.6,pretrained,car,0.32745418719786235,0.5238382346174737,0.10004151100041511,0.6358839050131926,0.7694471622335389,1137.0,7227.0
LowLight,0.6,pretrained,motorcycle,0.0535827709157078,0.12885695392793106,0.07377049180327869,0.24324324324324326,0.7168422368048644,37.0,122.0
LowLight,0.6,pretrained,bus,0.3423843337792085,0.45057718441527406,0.029339853300733496,0.5714285714285714,0.8197119222820072,21.0,409.0
LowLight,0.6,pretrained,train,0.03927392739273927,0.1122112211221122,0.009523809523809525,0.3333333333333333,0.5655027574754986,3.0,105.0
LowLight,0.6,pretrained,truck,0.17550060302309783,0.22030376206641164,0.023333333333333334,0.6086956521739131,0.7666684128575636,23.0,600.0
LowLight,0.6,fine_tuned,person,0.2092837361326317,0.40620157552572234,0.026232257291729053,0.6125874125874126,0.7235951867080408,715.0,16697.0
LowLight,0.6,fine_tuned,bicycle,0.12673766633122033,0.2774145612159943,0.0447585394581861,0.5467625899280576,0.6839377700746476,278.0,3396.0
LowLight,0.6,fine_tuned,car,0.37355332657436086,0.5880112552039208,0.09147180192572214,0.7018469656992085,0.77687401420081,1137.0,8724.0
LowLight,0.6,fine_tuned,motorcycle,0.06576897433715918,0.16606548030823756,0.04693140794223827,0.35135135135135137,0.7051236423304428,37.0,277.0
LowLight,0.6,fine_tuned,bus,0.2471411426856971,0.3165316531653165,0.15517241379310345,0.42857142857142855,0.8729285985127065,21.0,58.0
LowLight,0.6,fine_tuned,train,0.00153015301530153,0.00765076507650765,0.012987012987012988,0.3333333333333333,0.5798878875682323,3.0,77.0
LowLight,0.6,fine_tuned,truck,0.2118876336742237,0.27211554947478445,0.021487603305785124,0.5652173913043478,0.778135319334678,23.0,605.0
LowLight,0.4,pretrained,person,0.17429318948142117,0.3245793819372933,0.06309198908331995,0.5496503496503496,0.7245020425692874,715.0,6229.0
LowLight,0.4,pretrained,bicycle,0.07842762792932527,0.1570109780883291,0.06356589147286822,0.2949640287769784,0.6875554350567946,278.0,1290.0
LowLight,0.4,pretrained,car,0.3212070186945018,0.5099232264515973,0.10042553191489362,0.6226912928759895,0.7707269664691477,1137.0,7050.0
LowLight,0.4,pretrained,motorcycle,0.054232625312306916,0.1440059286874157,0.08823529411764706,0.24324324324324326,0.6852840752679966,37.0,102.0
LowLight,0.4,pretrained,bus,0.34033776002997573,0.4203807905257643,0.03234501347708895,0.5714285714285714,0.8282662642854905,21.0,371.0
LowLight,0.4,pretrained,train,0.033663366336633666,0.08415841584158416,0.00847457627118644,0.3333333333333333,0.6883290756056955,3.0,118.0
LowLight,0.4,pretrained,truck,0.17061195015987335,0.21677469838003335,0.024667931688804556,0.5652173913043478,0.7775324077324358,23.0,527.0
LowLight,0.4,fine_tuned,person,0.20575190343220076,0.39575561225903305,0.02615476904619076,0.6097902097902098,0.7217684975629592,715.0,16670.0
LowLight,0.4,fine_tuned,bicycle,0.12850371998983023,0.27000120683770884,0.043400713436385255,0.5251798561151079,0.7037504814547376,278.0,3364.0
