sample_id,distortion,level_index,level,restoration_recipe_version,restoration_method,restoration_parameters,restoration_runtime_ms,distorted_snr_db,restored_snr_db,snr_gain_db,distorted_psnr_db,restored_psnr_db,psnr_gain_db,distorted_ssim,restored_ssim,ssim_gain,distorted_mae,restored_mae,mae_reduction,orb_restored,canny_restored,seg_restored_image_miou,detections_restored,detections_distorted,orb_distorted,canny_distorted,seg_distorted_image_miou
frankfurt_000001_010830,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",68.91459999951621,17.623598431638886,18.40275430813859,0.7791558764997042,26.449815409253276,27.228971472492553,0.7791560632392773,0.7669006586074829,0.8221772909164429,0.05527663230895996,9.301192283630371,8.498345375061035,0.8028469085693359,0.61875,0.8429388706196007,0.31870660428724934,226,225,0.6025,0.8924514251174003,0.34470611549934665
frankfurt_000001_012738,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",69.58190000023023,19.889007203890728,20.587301965089353,0.6982947611986248,27.892891400179213,28.59118624299098,0.6982948428117659,0.8520371317863464,0.8934417963027954,0.041404664516448975,7.701107025146484,7.1579413414001465,0.5431656837463379,0.50125,0.8186664368315079,0.17739704937639322,164,162,0.50875,0.8595407419100761,0.1679730064075433
frankfurt_000001_014741,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",67.94889999946463,20.023543670931474,20.615596204869,0.592052533937526,27.38375430022127,27.975806782637665,0.5920524824163955,0.8584562540054321,0.8925105333328247,0.03405427932739258,8.296993255615234,7.835519790649414,0.4614734649658203,0.4875,0.8288041637229889,0.23731797296557539,164,156,0.52375,0.8629230193043537,0.25895446787826326
frankfurt_000001_016029,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",68.33050000022922,18.26961893221767,18.81495307329251,0.5453341410748394,26.321802861144196,26.867136937892262,0.5453340767480661,0.8316723108291626,0.8661132454872131,0.03444093465805054,8.991373062133789,8.440422058105469,0.5509510040283203,0.5675,0.8217338358715752,0.1669636162731399,243,233,0.56,0.8865381902012299,0.1683719667017965
frankfurt_000001_019969,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",67.42160000067088,20.02117184959459,20.63374446258461,0.612572612990018,27.377011625070118,27.989584402124436,0.6125727770543179,0.8506079316139221,0.8871824741363525,0.03657454252243042,8.323988914489746,7.812361240386963,0.5116276741027832,0.5275,0.7849408293318306,0.3451514075595954,156,165,0.50125,0.8530271686418451,0.346742979369907
frankfurt_000001_021406,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",67.4816999999166,18.51712110082738,19.191528046038368,0.6744069452109862,27.526045465103387,28.20045254253353,0.6744070774301427,0.8261491656303406,0.8642677664756775,0.038118600845336914,8.198310852050781,7.634378433227539,0.5639324188232422,0.455,0.834017835191899,0.33789973730468215,115,111,0.4475,0.8883152734226802,0.3168444093804727
frankfurt_000001_023769,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",67.26700000035635,19.714847207628843,20.40786179174351,0.6930145841146675,28.100316223271214,28.79333083402185,0.6930146107506374,0.833209753036499,0.8759698867797852,0.04276013374328613,7.807981014251709,7.254091739654541,0.553889274597168,0.42625,0.8369044468214717,0.2535980835060642,233,237,0.38875,0.8615768412306737,0.24103003845763304
frankfurt_000001_024927,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",67.65189999987342,19.215765266103613,19.824864491281783,0.60909922517817,26.88723532892935,27.49633478973521,0.6090994608058615,0.8388835191726685,0.8785578608512878,0.039674341678619385,8.857504844665527,8.32040786743164,0.5370969772338867,0.485,0.8360965439612421,0.3268688120203205,157,157,0.4825,0.8719955794910608,0.3068745931170646
frankfurt_000001_029086,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",68.47840000045835,18.04623321317746,18.7707035379814,0.7244703248039421,26.55228801565976,27.276758132304877,0.7244701166451186,0.8087964057922363,0.8580704927444458,0.04927408695220947,9.120399475097656,8.442469596862793,0.6779298782348633,0.5275,0.8058673859714263,0.37658914038612923,158,147,0.53,0.8436878041294771,0.3872629998368897
frankfurt_000001_029236,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",67.4631000001682,19.519174923516612,20.19827307684406,0.6790981533274483,26.732099662364625,27.411197656079057,0.6790979937144321,0.8390184044837952,0.8811913728713989,0.04217296838760376,8.829673767089844,8.199468612670898,0.6302051544189453,0.3975,0.8447926710609189,0.26684510619488466,226,222,0.4275,0.8803335455687895,0.2663924885675096
frankfurt_000001_030310,SevereJPEG,4,5.0,3,8x8 boundary-aware luminance deblocking,"{""block_size"": 8, ""boundary_blend"": 0.8, ""boundary_radius"": 3, ""diameter"": 9, ""global_blend"": 0.06999999999999999, ""sigma_color"": 44.0, ""sigma_space"": 16.0}",68.90019999991637,18.662599475818467,19.218390664762065,0.5557911889435978,26.74736554340853,27.303156655888582,0.5557911124800512,0.8420575857162476,0.8819704055786133,0.03991281986236572,9.183652877807617,8.679547309875488,0.5041055679321289,0.535,0.8327987577385676,0.32550217988690444,229,229,0.53375,0.899288606706603,0.29701726642245607
