distortion,level_index,level,sample_count,restoration_recipe_version,restoration_method,restoration_parameters,mean_restoration_runtime_ms,distorted_mean_snr_db,restored_mean_snr_db,snr_gain_db,distorted_mean_psnr_db,restored_mean_psnr_db,psnr_gain_db,distorted_mean_ssim,restored_mean_ssim,ssim_gain,distorted_mean_mae,restored_mean_mae,mae_reduction,orb_distorted,orb_restored,orb_gain,canny_distorted,canny_restored,canny_gain,seg_distorted,seg_restored,seg_gain,det_distorted,det_restored,det_gain
LowLight,0,0.8,125,3,exposure-compensating gamma lift followed by luminance CLAHE,"{""blend"": 0.42, ""clahe_clip"": 1.15, ""clahe_grid"": 8, ""gamma"": 0.88}",23.334317600027134,13.822912186791497,18.271434620061683,4.4485224332701865,22.719138524606507,27.167660937891164,4.448522413284657,0.9652481436729431,0.9873773393630981,0.022129195690155035,16.159094917297363,8.150525819778442,8.00856909751892,0.9595899999999999,0.7766600000000001,-0.18292999999999981,0.7210152494483981,0.8632523599589379,0.14223711051053978,0.5825540154940102,0.5828902277255547,0.0003362122315444527,0.17328384950839018,0.178186896804065,0.004903047295674812
LowLight,1,0.6,125,3,exposure-compensating gamma lift followed by luminance CLAHE,"{""blend"": 0.562857142857143, ""clahe_clip"": 1.592857142857143, ""clahe_grid"": 8, ""gamma"": 0.7771428571428571}",23.490287999979046,7.880950660435266,13.580759316456595,5.699808656021329,16.777176987671748,22.476985610837275,5.699808623165527,0.8502171788215637,0.9695203585624694,0.11930317974090576,31.923201705932616,13.693197425842285,18.23000428009033,0.94396,0.5832200000000001,-0.36073999999999995,0.2823552429850517,0.6771822177651095,0.39482697478005774,0.5792701030146162,0.575375797210999,-0.0038943058036172706,0.17222483074505476,0.18047778120786456,0.0082529504628098
LowLight,2,0.4,125,3,exposure-compensating gamma lift followed by luminance CLAHE,"{""blend"": 0.7057142857142857, ""clahe_clip"": 2.0357142857142856, ""clahe_grid"": 8, ""gamma"": 0.6742857142857143}",23.508833600011712,4.3847848960593305,11.389445988690875,7.004661092631545,13.281011239980105,20.285672297241092,7.0046610572609875,0.6309436130523681,0.9494828209877014,0.3185392079353333,47.69064895629883,17.324136894226076,30.366512062072754,0.8563800000000001,0.42284,-0.43354000000000015,0.007609760631802313,0.5141194932494522,0.5065097326176499,0.5756033287872377,0.5662271754789581,-0.009376153308279678,0.16819054530462857,0.1765593683383599,0.00836882303373132
LowLight,3,0.25,125,3,exposure-compensating gamma lift followed by luminance CLAHE,"{""blend"": 0.812857142857143, ""clahe_clip"": 2.367857142857143, ""clahe_grid"": 8, ""gamma"": 0.5971428571428572}",23.662730399992142,2.455643534435188,10.100456411125844,7.644812876690656,11.351869853429076,18.99668274243136,7.644812889002285,0.40540007257461547,0.9314053983688354,0.5260053257942199,59.50161898803711,20.047072898864744,39.45454608917237,0.4828299999999999,0.36477,-0.11805999999999994,0.0,0.386218772499288,0.386218772499288,0.5632675363171656,0.563915332945298,0.0006477966281324132,0.1496431161869771,0.17820307282952816,0.028559956642551065
LowLight,4,0.1,125,3,exposure-compensating gamma lift followed by luminance CLAHE,"{""blend"": 0.9199999999999999, ""clahe_clip"": 2.7, ""clahe_grid"": 8, ""gamma"": 0.52}",23.989727199994377,0.8736820382822406,7.349919119969366,6.476237081687126,9.769908390138125,16.246145471792627,6.476237081654501,0.15566684341430664,0.8628136405944824,0.7071467971801757,71.39707586669923,29.277963760375975,42.11911210632325,1e-05,0.40579999999999994,0.40578999999999993,0.0,0.09664964607749056,0.09664964607749056,0.506874767725492,0.5365825321810537,0.02970776445556167,0.09549806165110367,0.16385998635836335,0.06836192470725969
MotionBlur,0,3.0,125,3,known-PSF Tikhonov deconvolution with Laplacian regularization,"{""blend"": 0.45, ""kernel_size"": 3, ""padding"": 12, ""regularization"": 0.0015}",830.9968688000156,33.44332108472217,36.20996697743829,2.76664589271612,42.33954737366713,45.10619331811405,2.766645944446921,0.9887455406188965,0.992668025970459,0.003922485351562477,0.8319292147159576,0.6523122022151947,0.1796170125007629,0.8480599999999999,0.8930200000000001,0.04496000000000022,0.9066286358458427,0.9428183087446346,0.036189672898791825,0.5806074406641958,0.5820475616628381,0.0014401209986423247,0.1717832027196539,0.17285783995110868,0.0010746372314547892
MotionBlur,1,5.0,125,3,known-PSF Tikhonov deconvolution with Laplacian regularization,"{""blend"": 0.4916666666666667, ""kernel_size"": 5, ""padding"": 12, ""regularization"": 0.0039}",831.9739664000372,27.497189104952337,28.926945393470145,1.4297562885178081,36.39341542725059,37.82317171833695,1.4297562910863633,0.9592727527618409,0.9683293294906616,0.009056576728820764,1.915665493965149,1.694522012233734,0.22114348173141485,0.6547800000000001,0.7331500000000001,0.07836999999999994,0.7093393459348147,0.8206627121561888,0.11132336622137406,0.5762221213603285,0.577274196335804,0.0010520749754755476,0.17066617192063196,0.17264889166936417,0.001982719748732209
MotionBlur,2,9.0,125,3,known-PSF Tikhonov deconvolution with Laplacian regularization,"{""blend"": 0.575, ""kernel_size"": 9, ""padding"": 18, ""regularization"": 0.0231}",890.9380799999561,24.09807720919974,26.852126112018073,2.754048902818333,32.99430352433267,35.74835242862401,2.754048904291338,0.9241587781906128,0.9516243023872375,0.027465524196624735,2.8249474925994873,2.1589068784713743,0.666040614128113,0.40765999999999997,0.6104799999999999,0.20281999999999994,0.4892465249815595,0.6849757444161844,0.19572921943462485,0.5665408740161805,0.5738947316079288,0.007353857591748336,0.15244974264532557,0.16806541437752204,0.015615671732196468
MotionBlur,3,15.0,125,3,known-PSF Tikhonov deconvolution with Laplacian regularization,"{""blend"": 0.7, ""kernel_size"": 15, ""padding"": 30, ""regularization"": 0.08789999999999999}",988.6592735999874,20.894327449793806,24.05514145325526,3.1608140034614536,29.79055376934029,32.951367780929175,3.1608140115888865,0.8761235690116882,0.9198947095870972,0.043771140575408984,4.222987488746643,3.1174739923477173,1.1055134963989257,0.14374,0.4463600000000001,0.3026200000000001,0.24112577944343758,0.4997521402635689,0.25862636082013135,0.5435562035374722,0.5312691104595888,-0.012287093077883449,0.12943196350021352,0.15786128096992497,0.028429317469711446
MotionBlur,4,25.0,125,3,known-PSF Tikhonov deconvolution with Laplacian regularization,"{""blend"": 0.4, ""kernel_size"": 25, ""padding"": 50, ""regularization"": 0.2919}",1218.7835383999775,18.42366432121928,20.189355685407037,1.7656913641877559,27.319890668319193,29.085582031651313,1.7656913633321203,0.8390512976646424,0.866882553577423,0.027831255912780684,5.789730089187622,4.990652618408203,0.7990774707794195,0.026930000000000003,0.13736999999999996,0.11043999999999995,0.10651143758705803,0.14972574635415598,0.04321430876709795,0.48764207152360434,0.4636448467436211,-0.02399722477998323,0.08798744596607254,0.11728599645123158,0.029298550485159044
