sample_id,orb_keypoints,orb_self_match_retention,seg_mean_iou,seg_classes_present,gt_detection_objects,yolo_detection_objects
lindau_000050_000019,800.0,1.0,0.23849564031925613,9,1,13
lindau_000051_000019,800.0,1.0,0.26455584543636906,12,6,82
lindau_000052_000019,800.0,1.0,0.20003963721355075,11,2,86
lindau_000053_000019,800.0,1.0,0.5573579560605709,8,4,59
lindau_000054_000019,800.0,1.0,0.4910218412084418,10,2,8
lindau_000055_000019,800.0,1.0,0.2930217646035776,12,8,124
lindau_000056_000019,800.0,1.0,0.6033040011368641,11,12,148
lindau_000057_000019,800.0,1.0,0.37242798740451966,15,12,133
lindau_000058_000019,800.0,1.0,0.45476809236604104,8,4,56
munster_000000_000019,800.0,1.0,0.4904582886327863,16,29,140
munster_000001_000019,800.0,1.0,0.6798978655029455,11,15,77
munster_000002_000019,800.0,1.0,0.45904863619763187,15,13,93
munster_000003_000019,800.0,1.0,0.5739318674613832,13,20,166
munster_000004_000019,800.0,1.0,0.5176290805589862,14,12,152
munster_000005_000019,800.0,1.0,0.5549073169730352,13,7,53
munster_000006_000019,800.0,1.0,0.46991104582395926,13,8,106
munster_000007_000019,800.0,1.0,0.5107101538777432,15,21,147
munster_000008_000019,800.0,1.0,0.5806888850087094,12,26,110
munster_000009_000019,800.0,1.0,0.5583365533299397,13,18,139
munster_000010_000019,800.0,1.0,0.5156896370893319,13,34,203
munster_000011_000019,800.0,1.0,0.49115916248071717,15,27,198
munster_000012_000019,800.0,1.0,0.6310704742122785,12,22,207
munster_000013_000019,800.0,1.0,0.6525525711084124,13,33,270
munster_000014_000019,800.0,1.0,0.5966322630743794,10,39,181
munster_000015_000019,800.0,1.0,0.6089823809894229,12,36,267
munster_000016_000019,800.0,1.0,0.5783637229822091,11,20,109
munster_000017_000019,800.0,1.0,0.42723846665185955,11,22,151
munster_000018_000019,800.0,1.0,0.42514815526890953,14,11,140
munster_000019_000019,800.0,1.0,0.4838078543876418,12,20,133
munster_000020_000019,800.0,1.0,0.5782084331339206,14,18,163
munster_000021_000019,800.0,1.0,0.37397584092464187,15,18,188
munster_000022_000019,800.0,1.0,0.5085499295789637,15,21,121
munster_000023_000019,800.0,1.0,0.5321078784700249,15,19,133
munster_000024_000019,800.0,1.0,0.4707541288352109,13,20,146
munster_000025_000019,800.0,1.0,0.45766610827318027,14,25,126
munster_000026_000019,800.0,1.0,0.5763938369810232,15,22,253
munster_000027_000019,800.0,1.0,0.3747664796043656,17,27,178
munster_000028_000019,800.0,1.0,0.41294975996210265,15,22,97
munster_000029_000019,800.0,1.0,0.5412209184781934,14,24,144
