sample_id,orb_keypoints,orb_self_match_retention,seg_mean_iou,seg_classes_present,gt_detection_objects,yolo_detection_objects
munster_000076_000019,800.0,1.0,0.4149008795452297,14,6,151
munster_000077_000019,800.0,1.0,0.3874652959384233,16,13,88
munster_000078_000019,800.0,1.0,0.5741196185125627,12,24,219
munster_000079_000019,800.0,1.0,0.5321296702720126,14,22,194
munster_000080_000019,800.0,1.0,0.4858643604201191,17,20,185
munster_000081_000019,800.0,1.0,0.5744500632720423,9,21,120
munster_000082_000019,800.0,1.0,0.39976899701809754,11,13,168
munster_000083_000019,800.0,1.0,0.438699517704845,18,11,132
munster_000084_000019,800.0,1.0,0.4854972707408211,14,12,160
munster_000085_000019,800.0,1.0,0.5405079973779006,13,22,220
munster_000086_000019,800.0,1.0,0.5138217260065605,13,26,123
munster_000087_000019,800.0,1.0,0.584750856597197,10,18,141
munster_000088_000019,800.0,1.0,0.5837930107868688,11,22,127
munster_000089_000019,800.0,1.0,0.578461590122129,13,29,122
munster_000090_000019,800.0,1.0,0.4071134898326282,15,28,148
munster_000091_000019,800.0,1.0,0.4633649961128215,14,23,132
munster_000092_000019,800.0,1.0,0.42089162396092644,15,27,174
munster_000093_000019,800.0,1.0,0.5078381600962805,11,20,164
munster_000094_000019,800.0,1.0,0.422166287442444,16,37,234
munster_000095_000019,800.0,1.0,0.5324795387829209,13,15,143
munster_000096_000019,800.0,1.0,0.4233811329996678,14,22,124
munster_000097_000019,800.0,1.0,0.47035322143082386,14,28,191
munster_000098_000019,800.0,1.0,0.44369129366280613,13,27,124
munster_000099_000019,800.0,1.0,0.551351321079305,10,19,138
munster_000100_000019,800.0,1.0,0.571730091379365,8,2,58
munster_000101_000019,800.0,1.0,0.40461245505262017,14,14,128
munster_000102_000019,800.0,1.0,0.5452381145262297,14,12,120
munster_000103_000019,800.0,1.0,0.5361642037446188,14,22,169
munster_000104_000019,800.0,1.0,0.42366701266382695,16,27,186
munster_000105_000019,800.0,1.0,0.47933552643685445,14,24,107
munster_000106_000019,800.0,1.0,0.4489439491877978,12,24,107
munster_000107_000019,800.0,1.0,0.42623684747116036,12,12,105
munster_000108_000019,800.0,1.0,0.44576103116085125,16,16,79
munster_000109_000019,800.0,1.0,0.44450511322525604,12,12,64
munster_000110_000019,800.0,1.0,0.6463397510090253,12,23,116
munster_000111_000019,800.0,1.0,0.4350504235570028,14,27,112
munster_000112_000019,800.0,1.0,0.479755556797024,14,21,144
munster_000113_000019,800.0,1.0,0.562616098551718,13,7,135
munster_000114_000019,800.0,1.0,0.4402115429669224,14,14,81
munster_000115_000019,800.0,1.0,0.3772399818913047,16,13,119
munster_000116_000019,800.0,1.0,0.40875385395052066,16,13,79
munster_000117_000019,800.0,1.0,0.5307701489038574,13,10,111
munster_000118_000019,800.0,1.0,0.5942283397808418,12,10,54
munster_000119_000019,800.0,1.0,0.5721541856666753,13,15,104
munster_000120_000019,800.0,1.0,0.5774347771156524,11,12,76
munster_000121_000019,800.0,1.0,0.5553748065437788,12,14,59
munster_000122_000019,800.0,1.0,0.674476121128407,12,7,73
munster_000123_000019,800.0,1.0,0.43216753355783794,16,19,137
munster_000124_000019,800.0,1.0,0.46497014558836897,15,15,98
munster_000125_000019,800.0,1.0,0.3832781123031407,16,14,126
munster_000126_000019,800.0,1.0,0.49896537868084584,15,10,90
munster_000127_000019,800.0,1.0,0.5796857736424389,14,11,107
munster_000128_000019,800.0,1.0,0.38882434435063634,16,22,78
munster_000129_000019,800.0,1.0,0.4871842813566389,15,25,137
munster_000130_000019,800.0,1.0,0.5359689760374884,13,12,84
munster_000131_000019,800.0,1.0,0.45167975569089247,15,13,68
munster_000132_000019,800.0,1.0,0.6402826749201684,11,16,144
munster_000133_000019,800.0,1.0,0.3168467952860131,14,10,81
munster_000134_000019,800.0,1.0,0.4351334064832422,16,26,185
munster_000135_000019,800.0,1.0,0.4386449005830884,15,9,108
munster_000136_000019,800.0,1.0,0.43860851383155947,13,6,101
munster_000137_000019,800.0,1.0,0.5372453947446542,13,11,112
munster_000138_000019,800.0,1.0,0.5843550911988128,11,32,165
munster_000139_000019,800.0,1.0,0.5656422219788912,11,41,278
munster_000140_000019,800.0,1.0,0.5806196727020062,11,33,255
munster_000141_000019,800.0,1.0,0.41517471710320447,10,40,251
munster_000142_000019,800.0,1.0,0.5475017378691739,10,31,239
munster_000143_000019,800.0,1.0,0.4224393098951204,11,31,216
munster_000144_000019,800.0,1.0,0.5241786263834329,10,36,220
munster_000145_000019,800.0,1.0,0.39489685057856755,12,43,221
munster_000146_000019,800.0,1.0,0.5358522982075482,9,42,169
munster_000147_000019,800.0,1.0,0.6293495284770796,11,29,213
munster_000148_000019,800.0,1.0,0.5534971239651787,11,45,163
munster_000149_000019,800.0,1.0,0.636942519959529,10,28,154
munster_000150_000019,800.0,1.0,0.5609924630151787,11,28,133
munster_000151_000019,800.0,1.0,0.6511373782239566,11,21,124
munster_000152_000019,800.0,1.0,0.5372075591740749,13,13,127
munster_000153_000019,800.0,1.0,0.4223534271343704,15,22,180
munster_000154_000019,800.0,1.0,0.41918867785861824,14,17,184
munster_000155_000019,800.0,1.0,0.44741862541595967,15,21,96
munster_000156_000019,800.0,1.0,0.53030365997162,14,19,121
munster_000157_000019,800.0,1.0,0.47984528010560445,16,13,62
munster_000158_000019,800.0,1.0,0.43673895397724355,14,20,117
munster_000159_000019,800.0,1.0,0.5185050755210494,15,9,58
munster_000160_000019,800.0,1.0,0.39846587473891837,16,28,148
munster_000161_000019,800.0,1.0,0.4801147043641322,11,7,44
munster_000162_000019,800.0,1.0,0.4595865225091706,13,12,115
munster_000163_000019,800.0,1.0,0.4433551099029646,14,6,58
munster_000164_000019,800.0,1.0,0.417971445850894,13,5,88
munster_000165_000019,800.0,1.0,0.4766841060827937,12,27,157
munster_000166_000019,800.0,1.0,0.5193994428692675,15,21,180
munster_000167_000019,800.0,1.0,0.487174299224401,15,23,239
munster_000168_000019,800.0,1.0,0.5639481813174917,13,12,125
munster_000169_000019,800.0,1.0,0.3953958925806361,17,39,142
munster_000170_000019,800.0,1.0,0.41119235258943115,12,10,60
munster_000171_000019,800.0,1.0,0.40986820294046444,16,8,88
munster_000172_000019,800.0,1.0,0.43589129954940475,13,24,115
munster_000173_000019,800.0,1.0,0.4498841027136274,11,4,70
