distortion,level,condition,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,operating_confidence,precision_50_at_operating_confidence,recall_50_at_operating_confidence,f1_50_at_operating_confidence,gt_count,prediction_count,operating_prediction_count
GaussNoise,10.0,distorted,car,0.31300934355085097,0.5153340629395785,0.08267180766613745,0.6411609498680739,0.7571233943261421,0.25,0.8446969696969697,0.3922603342128408,0.5357357357357357,1137.0,8818.0,528.0
GaussNoise,10.0,distorted,motorcycle,0.029954549996925157,0.09240129758317446,0.05426356589147287,0.1891891891891892,0.714554957981315,0.25,0.6,0.08108108108108109,0.14285714285714288,37.0,129.0,5.0
GaussNoise,10.0,distorted,bus,0.3393240113485033,0.43904425530272323,0.03234501347708895,0.5714285714285714,0.8305986364646379,0.25,0.7777777777777778,0.3333333333333333,0.4666666666666666,21.0,371.0,9.0
GaussNoise,10.0,distorted,train,0.02244224422442244,0.1122112211221122,0.011235955056179775,0.3333333333333333,0.5755449208390158,0.25,0.0,0.0,0.0,3.0,89.0,0.0
GaussNoise,10.0,distorted,truck,0.17120743620394804,0.22114909088205784,0.02127659574468085,0.5652173913043478,0.7656301838972179,0.25,0.2,0.2608695652173913,0.22641509433962265,23.0,611.0,30.0
GaussNoise,10.0,restored,person,0.17070064851899552,0.32217784793641896,0.06350966107063669,0.5608391608391609,0.7131231260314855,0.25,0.6234567901234568,0.28251748251748254,0.3888354186717998,715.0,6314.0,324.0
GaussNoise,10.0,restored,bicycle,0.08563923768463981,0.16343906190371887,0.04911180773249739,0.3381294964028777,0.6984316594666453,0.25,0.6296296296296297,0.1223021582733813,0.20481927710843376,278.0,1914.0,54.0
GaussNoise,10.0,restored,car,0.31562944635230544,0.5177910948660991,0.08476544356711566,0.6420404573438874,0.7592453613295681,0.25,0.839924670433145,0.3922603342128408,0.5347721822541966,1137.0,8612.0,531.0
GaussNoise,10.0,restored,motorcycle,0.03440153531525299,0.11077159440081939,0.06015037593984962,0.21621621621621623,0.7050873230517232,0.25,0.5,0.08108108108108109,0.13953488372093023,37.0,133.0,6.0
GaussNoise,10.0,restored,bus,0.3491744698785988,0.4465935524656822,0.03278688524590164,0.5714285714285714,0.8318124156220986,0.25,0.875,0.3333333333333333,0.48275862068965514,21.0,366.0,8.0
GaussNoise,10.0,restored,train,0.033663366336633666,0.16831683168316833,0.012658227848101266,0.3333333333333333,0.5959410085970591,0.25,0.0,0.0,0.0,3.0,79.0,0.0
GaussNoise,10.0,restored,truck,0.1648596724596209,0.2177242281039217,0.01910828025477707,0.5217391304347826,0.7696180589683936,0.25,0.22580645161290322,0.30434782608695654,0.25925925925925924,23.0,628.0,31.0
GaussNoise,20.0,distorted,person,0.13510413849428696,0.2714157192780993,0.05663239507837519,0.4699300699300699,0.7093928848515928,0.25,0.6709401709401709,0.21958041958041957,0.3308746048472076,715.0,5933.0,234.0
GaussNoise,20.0,distorted,bicycle,0.06896931600850628,0.12441616173927231,0.04179254783484391,0.29856115107913667,0.6951425653946907,0.25,0.59375,0.0683453237410072,0.12258064516129033,278.0,1986.0,32.0
GaussNoise,20.0,distorted,car,0.28718615274821,0.4723068598189123,0.06453703703703703,0.6130167106420404,0.7493317834473927,0.25,0.8558758314855875,0.33948988566402816,0.4861460957178841,1137.0,10800.0,451.0
GaussNoise,20.0,distorted,motorcycle,0.04693405581462412,0.11857650630472867,0.08333333333333333,0.2972972972972973,0.6311406046837809,0.25,0.5,0.05405405405405406,0.0975609756097561,37.0,132.0,4.0
GaussNoise,20.0,distorted,bus,0.20693874265475326,0.2541656604684859,0.029045643153526972,0.3333333333333333,0.8261233032732304,0.25,0.6666666666666666,0.19047619047619047,0.2962962962962963,21.0,241.0,6.0
GaussNoise,20.0,distorted,train,0.02244224422442244,0.1122112211221122,0.008403361344537815,0.3333333333333333,0.5784001318292399,0.25,0.0,0.0,0.0,3.0,119.0,0.0
GaussNoise,20.0,distorted,truck,0.11367355081236141,0.16333757793523462,0.01455026455026455,0.4782608695652174,0.8007459963471067,0.25,0.2413793103448276,0.30434782608695654,0.2692307692307692,23.0,756.0,29.0
GaussNoise,20.0,restored,person,0.14201913418324633,0.28531043354525193,0.0583756345177665,0.4825174825174825,0.7099293578783086,0.25,0.6831275720164609,0.23216783216783216,0.34655532359081415,715.0,5910.0,243.0
GaussNoise,20.0,restored,bicycle,0.07506502936240964,0.137155454839231,0.040227165168007575,0.3057553956834532,0.6984252047350448,0.25,0.6,0.09712230215827339,0.1671826625386997,278.0,2113.0,45.0
GaussNoise,20.0,restored,car,0.29427917733867665,0.4833295860328071,0.06882551957467375,0.6262093227792436,0.7507498928869343,0.25,0.8401639344262295,0.3605980650835532,0.5046153846153846,1137.0,10345.0,488.0
GaussNoise,20.0,restored,motorcycle,0.0368558383697763,0.10770405066277453,0.07092198581560284,0.2702702702702703,0.644340667930832,0.25,0.5,0.05405405405405406,0.0975609756097561,37.0,141.0,4.0
GaussNoise,20.0,restored,bus,0.2107875229560813,0.2732580805872281,0.03829787234042553,0.42857142857142855,0.7628914552250468,0.25,0.6666666666666666,0.19047619047619047,0.2962962962962963,21.0,235.0,6.0
GaussNoise,20.0,restored,train,0.02244224422442244,0.1122112211221122,0.011764705882352941,0.3333333333333333,0.584318530497591,0.25,0.0,0.0,0.0,3.0,85.0,0.0
