model,clean_map_50_95,clean_gain,mean_corrupted_map_50_95,mean_corrupted_gain,nonnegative_conditions
robust_seed_7,0.25454621023787366,0.09457693428468447,0.22906091398080167,0.09787433116806539,20
robust_seed_17,0.268433798080219,0.10846452212702981,0.24092637269893777,0.10973978988620152,20
robust_seed_29,0.2512325584073004,0.09126328245411122,0.2339336528816717,0.10274707006893542,20
