distortion,level,condition,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,gt_count,prediction_count
GaussNoise,5.0,distorted,person,0.19968832567807687,0.3742568512412414,0.06273062730627306,0.5862068965517241,0.699980328604571,29.0,271.0
GaussNoise,5.0,distorted,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,15.0
GaussNoise,5.0,distorted,car,0.3801279905812688,0.5654210192390737,0.07429718875502007,0.6727272727272727,0.7627855556371328,55.0,498.0
GaussNoise,5.0,distorted,motorcycle,,,0.0,0.0,0.0,0.0,5.0
GaussNoise,5.0,distorted,bus,,,0.0,0.0,0.0,0.0,7.0
GaussNoise,5.0,distorted,train,,,0.0,0.0,0.0,0.0,0.0
GaussNoise,5.0,distorted,truck,0.5252475247524753,1.0,0.0625,1.0,0.7469718954379567,2.0,32.0
GaussNoise,5.0,restored,person,0.18275554210028733,0.33561981962224846,0.058823529411764705,0.5172413793103449,0.7047109841598189,29.0,255.0
GaussNoise,5.0,restored,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,6.0
GaussNoise,5.0,restored,car,0.33837010943253815,0.5339286572909338,0.07644628099173553,0.6727272727272727,0.764346341463199,55.0,484.0
GaussNoise,5.0,restored,motorcycle,,,0.0,0.0,0.0,0.0,7.0
GaussNoise,5.0,restored,bus,,,0.0,0.0,0.0,0.0,12.0
GaussNoise,5.0,restored,train,,,0.0,0.0,0.0,0.0,5.0
GaussNoise,5.0,restored,truck,0.7,1.0,0.058823529411764705,1.0,0.8212459615805785,2.0,34.0
GaussNoise,10.0,distorted,person,0.20809189278193568,0.35295694799240585,0.06995884773662552,0.5862068965517241,0.7252460424622783,29.0,243.0
GaussNoise,10.0,distorted,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,21.0
GaussNoise,10.0,distorted,car,0.35964467555929647,0.5511190193138809,0.06642728904847396,0.6727272727272727,0.7480195590491467,55.0,557.0
GaussNoise,10.0,distorted,motorcycle,,,0.0,0.0,0.0,0.0,6.0
GaussNoise,10.0,distorted,bus,,,0.0,0.0,0.0,0.0,7.0
GaussNoise,10.0,distorted,train,,,0.0,0.0,0.0,0.0,0.0
GaussNoise,10.0,distorted,truck,0.5,1.0,0.08,1.0,0.72631704016922,2.0,25.0
GaussNoise,10.0,restored,person,0.18856147617679486,0.3479146594307337,0.05859375,0.5172413793103449,0.7118245434185557,29.0,256.0
GaussNoise,10.0,restored,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,8.0
GaussNoise,10.0,restored,car,0.3349873619467745,0.5291159059711518,0.07459677419354839,0.6727272727272727,0.7600791130740344,55.0,496.0
GaussNoise,10.0,restored,motorcycle,,,0.0,0.0,0.0,0.0,8.0
GaussNoise,10.0,restored,bus,,,0.0,0.0,0.0,0.0,12.0
GaussNoise,10.0,restored,train,,,0.0,0.0,0.0,0.0,4.0
GaussNoise,10.0,restored,truck,0.6504950495049504,1.0,0.058823529411764705,1.0,0.8244560763187315,2.0,34.0
GaussNoise,20.0,distorted,person,0.16173927565199972,0.26752357180972214,0.056451612903225805,0.4827586206896552,0.7395880643059762,29.0,248.0
GaussNoise,20.0,distorted,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,35.0
GaussNoise,20.0,distorted,car,0.28406130352549236,0.47943067393850364,0.053973013493253376,0.6545454545454545,0.7434643428478825,55.0,667.0
GaussNoise,20.0,distorted,motorcycle,,,0.0,0.0,0.0,0.0,5.0
GaussNoise,20.0,distorted,bus,,,0.0,0.0,0.0,0.0,1.0
GaussNoise,20.0,distorted,train,,,0.0,0.0,0.0,0.0,0.0
GaussNoise,20.0,distorted,truck,0.5,1.0,0.047619047619047616,1.0,0.7237390666365116,2.0,42.0
GaussNoise,20.0,restored,person,0.1769413736054257,0.35087748036016775,0.058394160583941604,0.5517241379310345,0.7097234805460595,29.0,274.0
GaussNoise,20.0,restored,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,7.0
GaussNoise,20.0,restored,car,0.3384084469608513,0.5409980265089952,0.07707910750507099,0.6909090909090909,0.7445506063075823,55.0,493.0
GaussNoise,20.0,restored,motorcycle,,,0.0,0.0,0.0,0.0,12.0
GaussNoise,20.0,restored,bus,,,0.0,0.0,0.0,0.0,9.0
GaussNoise,20.0,restored,train,,,0.0,0.0,0.0,0.0,3.0
GaussNoise,20.0,restored,truck,0.6504950495049504,1.0,0.07692307692307693,1.0,0.8332291513382941,2.0,26.0
GaussNoise,35.0,distorted,person,0.13286710696903137,0.24019606846455163,0.041353383458646614,0.3793103448275862,0.7220460763741939,29.0,266.0
GaussNoise,35.0,distorted,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,25.0
GaussNoise,35.0,distorted,car,0.23836805248987827,0.45543322110650186,0.05680119581464873,0.6909090909090909,0.710096301722667,55.0,669.0
GaussNoise,35.0,distorted,motorcycle,,,0.0,0.0,0.0,0.0,8.0
GaussNoise,35.0,distorted,bus,,,0.0,0.0,0.0,0.0,3.0
GaussNoise,35.0,distorted,train,,,0.0,0.0,0.0,0.0,3.0
GaussNoise,35.0,distorted,truck,0.268976897689769,0.55995599559956,0.06060606060606061,1.0,0.6720856816064642,2.0,33.0
GaussNoise,35.0,restored,person,0.1844636069045629,0.34113156330588196,0.04823151125401929,0.5172413793103449,0.6851527839717466,29.0,311.0
GaussNoise,35.0,restored,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,9.0
GaussNoise,35.0,restored,car,0.3223011334286608,0.552035545524433,0.07207207207207207,0.7272727272727273,0.7386056850641369,55.0,555.0
GaussNoise,35.0,restored,motorcycle,,,0.0,0.0,0.0,0.0,8.0
GaussNoise,35.0,restored,bus,,,0.0,0.0,0.0,0.0,5.0
GaussNoise,35.0,restored,train,,,0.0,0.0,0.0,0.0,4.0
GaussNoise,35.0,restored,truck,0.5225412541254126,1.0,0.07142857142857142,1.0,0.6414125378537099,2.0,28.0
GaussNoise,50.0,distorted,person,0.0964698194574769,0.23089151717749953,0.028985507246376812,0.3448275862068966,0.6671235882047626,29.0,345.0
GaussNoise,50.0,distorted,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,20.0
GaussNoise,50.0,distorted,car,0.12987774562324061,0.27710621802375707,0.06356968215158924,0.4727272727272727,0.6697800842027765,55.0,409.0
GaussNoise,50.0,distorted,motorcycle,,,0.0,0.0,0.0,0.0,8.0
GaussNoise,50.0,distorted,bus,,,0.0,0.0,0.0,0.0,2.0
