distortion,level,class_id,class_name,iou,class_accuracy,gt_pixels,pred_pixels
GaussNoise,10.0,14,truck,0.7851958332258979,0.8433491920808577,866609,795037
GaussNoise,10.0,15,bus,0.6210929574775333,0.6515511931291784,638992,447672
GaussNoise,10.0,16,train,0.2117674445673049,0.5733734617020941,63463,144755
GaussNoise,10.0,17,motorcycle,0.2683588157037465,0.3454291625655344,199132,125975
GaussNoise,10.0,18,bicycle,0.5396809632347951,0.6631438712105033,1474965,1315542
GaussNoise,20.0,0,road,0.953125948951666,0.979350335613394,83055684,83625813
GaussNoise,20.0,1,sidewalk,0.6882920233827688,0.7627073316269425,13341609,11618183
GaussNoise,20.0,2,building,0.8464198521924515,0.9520190491785393,54242339,58407005
GaussNoise,20.0,3,wall,0.39436606805484886,0.47825531039620195,1259181,870062
GaussNoise,20.0,4,fence,0.3926688418588017,0.5639406430451526,2904866,2905198
GaussNoise,20.0,5,pole,0.27758719850451785,0.37112386645382606,3268173,2314151
GaussNoise,20.0,6,traffic light,0.29168357539004375,0.3136714172150695,488084,189891
GaussNoise,20.0,7,traffic sign,0.4535744502578909,0.5012392000067604,1656714,1004509
GaussNoise,20.0,8,vegetation,0.8484896560106681,0.9208371725882768,37874102,38105263
GaussNoise,20.0,9,terrain,0.45516715987615325,0.5244596189655221,1774905,1201069
GaussNoise,20.0,10,sky,0.9128213344490118,0.9542704562904811,7910794,7908248
GaussNoise,20.0,11,person,0.5057257793800984,0.6978671881399353,3186357,3434253
GaussNoise,20.0,12,rider,0.17036536196054355,0.2170656942022092,378420,185874
GaussNoise,20.0,13,car,0.8560345962020204,0.927110931511378,13170027,13303580
GaussNoise,20.0,14,truck,0.770887289278747,0.815738124113643,866609,757346
GaussNoise,20.0,15,bus,0.7016416108165858,0.7338307834839872,638992,498227
GaussNoise,20.0,16,train,0.24063973913549816,0.3907158501804201,63463,64375
GaussNoise,20.0,17,motorcycle,0.11898721983173849,0.1488660787819135,199132,79648
GaussNoise,20.0,18,bicycle,0.5146568117595152,0.6350516791923876,1474965,1281721
GaussNoise,35.0,0,road,0.9377751700587065,0.9773433447372488,83055684,84678344
GaussNoise,35.0,1,sidewalk,0.6027934179123092,0.6824987151099992,13341609,10869746
GaussNoise,35.0,2,building,0.8151892403798485,0.9437309847571286,54242339,59743288
GaussNoise,35.0,3,wall,0.21788474582408424,0.26760966056508156,1259181,624335
GaussNoise,35.0,4,fence,0.3307157660940686,0.5434450332648735,2904866,3447158
GaussNoise,35.0,5,pole,0.2330611002015541,0.29999758274730254,3268173,1919082
GaussNoise,35.0,6,traffic light,0.24443433742667553,0.2576605666237779,488084,152170
GaussNoise,35.0,7,traffic sign,0.36543206836397585,0.3941235481803136,1656714,783025
GaussNoise,35.0,8,vegetation,0.8070786378422007,0.8867691173245507,37874102,37325251
GaussNoise,35.0,9,terrain,0.3243332890142264,0.39169589358303686,1774905,1063863
GaussNoise,35.0,10,sky,0.9030740809270646,0.9414861517061373,7910794,7784387
GaussNoise,35.0,11,person,0.45870786667252056,0.6721858222415128,3186357,3624722
