distortion,level,model,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,gt_count,prediction_count
MotionBlur,15.0,pretrained,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,10.0
MotionBlur,15.0,pretrained,car,0.3562303301423577,0.5749900933954601,0.06700167504187604,0.7272727272727273,0.7534070664885844,55.0,597.0
MotionBlur,15.0,pretrained,motorcycle,,,0.0,0.0,0.0,0.0,22.0
MotionBlur,15.0,pretrained,bus,,,0.0,0.0,0.0,0.0,18.0
MotionBlur,15.0,pretrained,train,,,0.0,0.0,0.0,0.0,2.0
MotionBlur,15.0,pretrained,truck,0.5171617161716171,1.0,0.05405405405405406,1.0,0.6865952613280718,2.0,37.0
MotionBlur,15.0,fine_tuned,person,0.0009566452677691464,0.0018777185959997686,0.004,0.20689655172413793,0.7420098807842249,29.0,1500.0
MotionBlur,15.0,fine_tuned,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,0.0
MotionBlur,15.0,fine_tuned,car,0.0,0.0,0.0,0.0,0.0,55.0,0.0
MotionBlur,15.0,fine_tuned,motorcycle,,,0.0,0.0,0.0,0.0,0.0
MotionBlur,15.0,fine_tuned,bus,,,0.0,0.0,0.0,0.0,0.0
MotionBlur,15.0,fine_tuned,train,,,0.0,0.0,0.0,0.0,0.0
MotionBlur,15.0,fine_tuned,truck,0.0,0.0,0.0,0.0,0.0,2.0,0.0
MotionBlur,25.0,pretrained,person,0.10365854475342093,0.1720689543297453,0.04395604395604396,0.41379310344827586,0.7093629751997118,29.0,273.0
MotionBlur,25.0,pretrained,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,10.0
MotionBlur,25.0,pretrained,car,0.2558794048806004,0.4291560410366923,0.06498194945848375,0.6545454545454545,0.7336982201613457,55.0,554.0
MotionBlur,25.0,pretrained,motorcycle,,,0.0,0.0,0.0,0.0,47.0
MotionBlur,25.0,pretrained,bus,,,0.0,0.0,0.0,0.0,35.0
MotionBlur,25.0,pretrained,train,,,0.0,0.0,0.0,0.0,3.0
MotionBlur,25.0,pretrained,truck,0.5,1.0,0.09090909090909091,1.0,0.7350983398583658,2.0,22.0
MotionBlur,25.0,fine_tuned,person,0.00028520565333213597,0.0007392141929125039,0.002,0.10344827586206896,0.6449794013309756,29.0,1500.0
MotionBlur,25.0,fine_tuned,bicycle,0.0,0.0,0.0,0.0,0.0,8.0,0.0
MotionBlur,25.0,fine_tuned,car,0.0,0.0,0.0,0.0,0.0,55.0,0.0
MotionBlur,25.0,fine_tuned,motorcycle,,,0.0,0.0,0.0,0.0,0.0
MotionBlur,25.0,fine_tuned,bus,,,0.0,0.0,0.0,0.0,0.0
MotionBlur,25.0,fine_tuned,train,,,0.0,0.0,0.0,0.0,0.0
MotionBlur,25.0,fine_tuned,truck,0.0,0.0,0.0,0.0,0.0,2.0,0.0
