distortion,level_index,level,sample_count,mean_snr_db,orb_keypoint_retention,orb_match_retention,orb_inlier_ratio,canny_edge_pixel_retention,canny_precision,canny_recall,canny_f1,seg_mean_iou,seg_pixel_accuracy,det_map_50_95,det_map_50,det_precision_50,det_recall_50,det_mean_matched_iou_50
GaussNoise,0,5.0,5,25.5223190229186,1.0,0.91875,0.9961981559843753,0.9970080235147316,0.982553069579781,0.9801917234048119,0.9813615977595391,0.5268838741088901,0.9233420144146327,0.27626596025295524,0.48491946762007876,0.049881954015323283,0.5647335423197493,0.5524344449199152
GaussNoise,1,10.0,5,19.59351097151657,1.0,0.85975,0.9970663350279683,1.016494249425827,0.9552851450088967,0.970722479526444,0.9627912792856248,0.528016697176751,0.9214462003685855,0.266934142085308,0.4760189918265717,0.05409653419627487,0.5647335423197493,0.5498956604201612
GaussNoise,2,20.0,5,13.77139164017245,1.0,0.765,0.9913122777175021,1.0543816418269882,0.9038589753062259,0.9481532330005205,0.9254340851153641,0.497289195791896,0.910077156354638,0.236450144794373,0.43673856143705647,0.0395109185038817,0.5343260188087775,0.5516978684475926
GaussNoise,3,35.0,5,9.299981430718669,1.0,0.624,0.9831866362296553,1.132430420268705,0.8374815016415761,0.928249681973805,0.8801978381278779,0.3942045972519197,0.8539472602680465,0.16005301428716967,0.3138963212926534,0.03969015996983899,0.5175548589341693,0.5260570149258312
GaussNoise,4,50.0,5,6.605820457310548,1.0,0.49175,0.9682530394982198,1.266967641950684,0.7572784968230207,0.9158756295167902,0.828444051224077,0.33646218409927886,0.8172479169731002,0.12795652823387577,0.273864120268961,0.04313879734949151,0.4543887147335423,0.5084809634492604
SevereJPEG,0,80.0,5,31.07371748960399,1.0,0.9035,0.9977724271558547,0.9992877553354145,0.9801214920754191,0.9816690654270589,0.9808666005372004,0.5180656435778875,0.9171842148524361,0.28608782461244386,0.49306403695616347,0.05192536380450288,0.581974921630094,0.5610502957908824
SevereJPEG,1,60.0,5,29.401120979283377,1.0,0.87475,0.9953972085481373,0.9892792185489295,0.9813218449873643,0.9736728752368485,0.9774721773660835,0.5163498591565414,0.916764689341305,0.2754850874660616,0.49316626993508805,0.05182635022314106,0.5869905956112853,0.5548172104316909
SevereJPEG,2,40.0,5,28.19063190079263,1.0,0.8592500000000001,0.9967250074451215,0.9940921449174519,0.9678970021880419,0.96531624389027,0.9665509933657859,0.4768834615298839,0.914529815620755,0.2833991363238121,0.48679676798107546,0.04746548337925778,0.5692789968652038,0.5701678429143369
SevereJPEG,3,20.0,5,25.563536313179238,1.0,0.79925,0.9918762813642964,0.9924936589763723,0.953497290950534,0.9505136788635198,0.9519769787311999,0.45183525821966514,0.8918927425006705,0.2749472124750729,0.48011576267886935,0.044318920067442286,0.5647335423197493,0.5644941248638957
SevereJPEG,4,5.0,5,18.764480761722844,1.0,0.52075,0.9713018654269259,1.003252632859176,0.8811819033992577,0.8841515432730226,0.8826276236550081,0.23658050867068242,0.7753191595213581,0.1920653766399228,0.3401231932983687,0.032838806393217096,0.5343260188087775,0.5666901196405714
LowLight,0,0.8,5,13.84361073244057,1.0,0.9629999999999999,0.997410920737158,0.6741518104249657,0.9986889901097815,0.696495555245499,0.8195457064064124,0.5315758957958139,0.9234668229838117,0.2898185896790833,0.4921579117311088,0.0550600486738149,0.581974921630094,0.564669786901437
LowLight,1,0.6,5,7.891327355808369,1.0,0.95475,0.9981726293962163,0.281399949502701,1.0,0.2969819328252001,0.4388511888947533,0.5288727194273587,0.9229700762262388,0.28528801346592836,0.4853459249541101,0.05173494579005449,0.5642633228840126,0.5666117797209203
LowLight,2,0.4,5,4.391756771693496,1.0,0.9227500000000001,0.9953656385994993,0.003494348841909039,0.6,0.0039388785654570525,0.007814552887027372,0.518308891200827,0.921432248630783,0.298823392970393,0.4744758523862606,0.055462156967742204,0.5515673981191223,0.5715510018478858
LowLight,3,0.25,5,2.457466829627216,0.8052499999999998,0.68925,0.9831525326049467,0.0,0.0,0.0,0.0,0.4772987791544394,0.9181715436462272,0.26378965577034674,0.41930769885467817,0.05506895065718595,0.525705329153605,0.5829103209403441
LowLight,4,0.1,5,0.8769854065281036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4120538810375528,0.8795082499113145,0.2171383777271908,0.3920315721279175,0.07061274198629783,0.5216300940438872,0.5674346288692573
MotionBlur,0,3.0,5,33.022771447517115,1.0,0.8477499999999999,0.9959032675312344,0.8767443509421253,0.9886860355742758,0.8854325966915745,0.9340329729083704,0.5281896388660097,0.9226144691417842,0.29223942092913213,0.4966557593050574,0.0502359770141584,0.5738244514106583,0.5670138951006493
MotionBlur,1,5.0,5,26.933660280642947,1.0,0.6625,0.9838670389943001,0.6483050631952951,0.9861794380621592,0.66595926648446,0.7930198109231255,0.5271207428219895,0.9222799518935428,0.28563799794714506,0.4983939031141314,0.053173454902817205,0.5915360501567398,0.5618269054120202
