distortion,level,class_id,class_name,iou,class_accuracy,gt_pixels,pred_pixels
LowLight,0.4,3,wall,0.6414096385542168,0.7115533695100109,374090,307095
LowLight,0.4,4,fence,0.4589043316179748,0.6834052088278126,497156,582973
LowLight,0.4,5,pole,0.3245282930862185,0.4246435720912065,655392,480493
LowLight,0.4,6,traffic light,0.4661395866515707,0.5322577111012102,136913,92293
LowLight,0.4,7,traffic sign,0.5236896609520161,0.5773210503045461,303074,206009
LowLight,0.4,8,vegetation,0.8379525686699703,0.9318667313673722,5487833,5728982
LowLight,0.4,9,terrain,0.6301951206486083,0.7142647610045468,429527,364096
LowLight,0.4,10,sky,0.9094280935991198,0.9523968532495326,1515341,1514803
LowLight,0.4,11,person,0.45699346279469133,0.5565777602455895,512074,396596
LowLight,0.4,12,rider,0.2789650238100823,0.419441309255079,56704,52338
LowLight,0.4,13,car,0.8586367599967758,0.9476653155236946,2472968,2599958
LowLight,0.4,14,truck,0.40381769899364045,0.43477343461518175,94785,48476
LowLight,0.4,15,bus,0.0,0.0,11517,0
LowLight,0.4,16,train,0.0,,0,5
LowLight,0.4,17,motorcycle,0.48415425253588695,0.5564346679418627,138018,97403
LowLight,0.4,18,bicycle,0.6549850157887327,0.8290424001731139,392805,430037
LowLight,0.25,0,road,0.9606330409688015,0.980045687887885,13928418,13931954
LowLight,0.25,1,sidewalk,0.7344358268720543,0.8070983497076185,2394303,2169322
LowLight,0.25,2,building,0.8116458623242633,0.9219740592294962,7513655,7948737
LowLight,0.25,3,wall,0.589802991525385,0.6887273116095057,374090,320390
LowLight,0.25,4,fence,0.455969915387026,0.6906886369670687,497156,599300
LowLight,0.25,5,pole,0.31584423928376887,0.41404533470045407,655392,475134
LowLight,0.25,6,traffic light,0.41820946882068266,0.47401634614682314,136913,83169
LowLight,0.25,7,traffic sign,0.5067340767453051,0.5628658347466295,303074,204162
LowLight,0.25,8,vegetation,0.8348107477767578,0.9293174555421057,5487833,5721202
LowLight,0.25,9,terrain,0.6193990576102782,0.7042002016171277,429527,361279
LowLight,0.25,10,sky,0.9074270852308377,0.9467598382146328,1515341,1500347
LowLight,0.25,11,person,0.452777456907063,0.5511273761214199,512074,393448
LowLight,0.25,12,rider,0.27889773165515547,0.42086977990970653,56704,52730
LowLight,0.25,13,car,0.8569966395740612,0.9409175533205444,2472968,2569023
LowLight,0.25,14,truck,0.41037582263618516,0.438803608165849,94785,48158
LowLight,0.25,15,bus,0.00017365633411478684,0.00017365633411478684,11517,2
LowLight,0.25,16,train,0.0,,0,3
LowLight,0.25,17,motorcycle,0.43469129836821174,0.5083902099726123,138018,93567
LowLight,0.25,18,bicycle,0.6280834064113807,0.8205114497015058,392805,442646
LowLight,0.1,0,road,0.9422851182914705,0.9760660543071008,13928418,14094390
LowLight,0.1,1,sidewalk,0.6257627511014019,0.695446232160257,2394303,1931733
LowLight,0.1,2,building,0.7825425940488251,0.9223399264405938,7513655,8272421
LowLight,0.1,3,wall,0.4819348638547784,0.6032398620652784,374090,319826
LowLight,0.1,4,fence,0.3451521025899704,0.6578860558858789,497156,777533
LowLight,0.1,5,pole,0.262950457847787,0.33592872662467654,655392,402060
LowLight,0.1,6,traffic light,0.2583668094833867,0.28232527225318266,136913,51350
LowLight,0.1,7,traffic sign,0.4163938033241559,0.4745606683516237,303074,186164
LowLight,0.1,8,vegetation,0.7984749140977513,0.8924079869048493,5487833,5542978
LowLight,0.1,9,terrain,0.4969425422807781,0.5556856728447804,429527,289456
LowLight,0.1,10,sky,0.9090067892947656,0.93612328842155,1515341,1463750
LowLight,0.1,11,person,0.42249384004758034,0.5437964044259228,512074,425486
LowLight,0.1,12,rider,0.2558555970506559,0.4712013261851016,56704,74445
LowLight,0.1,13,car,0.810425274211248,0.9212832515422763,2472968,2616581
LowLight,0.1,14,truck,0.1982764841100494,0.20293295352640187,94785,21461
LowLight,0.1,15,bus,0.023009464270209255,0.023009464270209255,11517,265
LowLight,0.1,16,train,0.0,,0,42
LowLight,0.1,17,motorcycle,0.25092435921539136,0.26109637873320873,138018,41631
LowLight,0.1,18,bicycle,0.6155741964822243,0.7719402757093214,392805,403001
MotionBlur,3.0,0,road,0.9622403816173997,0.980465405331747,13928418,13920139
MotionBlur,3.0,1,sidewalk,0.7475103955523421,0.8174078218170382,2394303,2181006
MotionBlur,3.0,2,building,0.8145696811815167,0.9175509123056621,7513655,7844068
MotionBlur,3.0,3,wall,0.6462536956835394,0.7064289342136919,374090,299101
MotionBlur,3.0,4,fence,0.45040553172770265,0.6590345887407574,497156,557927
MotionBlur,3.0,5,pole,0.325376848406314,0.432931741614179,655392,500383
MotionBlur,3.0,6,traffic light,0.5002429895924717,0.5789077735496264,136913,100790
MotionBlur,3.0,7,traffic sign,0.5345213631558317,0.5939110580254328,303074,213673
MotionBlur,3.0,8,vegetation,0.8372732789846338,0.9334396655291807,5487833,5752875
MotionBlur,3.0,9,terrain,0.6432286371880057,0.7365380988855182,429527,378672
MotionBlur,3.0,10,sky,0.9173786078441653,0.9584073815728605,1515341,1520086
MotionBlur,3.0,11,person,0.45799945824041527,0.5679159652706445,512074,413709
MotionBlur,3.0,12,rider,0.21394452458086027,0.3191132900677201,56704,45969
MotionBlur,3.0,13,car,0.8631756292144598,0.9517648428932359,2472968,2607489
MotionBlur,3.0,14,truck,0.4957439433039325,0.5431661127815582,94785,60551
MotionBlur,3.0,15,bus,0.0,0.0,11517,0
MotionBlur,3.0,16,train,0.0,,0,185
MotionBlur,3.0,17,motorcycle,0.503209486359683,0.595262936718399,138018,107405
MotionBlur,3.0,18,bicycle,0.6789660570265361,0.8270541362762694,392805,410545
MotionBlur,5.0,0,road,0.9593285042897415,0.9783416896305094,13928418,13902803
MotionBlur,5.0,1,sidewalk,0.7303859346702367,0.8041288007407583,2394303,2167067
MotionBlur,5.0,2,building,0.8110844863112423,0.9125593336398863,7513655,7796690
MotionBlur,5.0,3,wall,0.6321789421674611,0.7079900558689085,374090,309713
MotionBlur,5.0,4,fence,0.45776632699537056,0.6772401419272824,497156,575053
MotionBlur,5.0,5,pole,0.32753630224552593,0.4323382037009912,655392,493057
MotionBlur,5.0,6,traffic light,0.4974050822870292,0.5810186030544945,136913,102564
MotionBlur,5.0,7,traffic sign,0.5357251917538366,0.5904300599853501,303074,209892
MotionBlur,5.0,8,vegetation,0.833995908594375,0.9344726780133433,5487833,5789384
MotionBlur,5.0,9,terrain,0.6407087503375586,0.729129949921658,429527,372458
MotionBlur,5.0,10,sky,0.9144950067524008,0.9576458368116484,1515341,1522662
MotionBlur,5.0,11,person,0.45297825080254617,0.5635181633904475,512074,413524
MotionBlur,5.0,12,rider,0.23879113813058983,0.3602038656884876,56704,49256
MotionBlur,5.0,13,car,0.8576616665627486,0.9511542405724619,2472968,2621749
MotionBlur,5.0,14,truck,0.5175515387057363,0.5676003587065463,94785,62966
MotionBlur,5.0,15,bus,0.0,0.0,11517,0
MotionBlur,5.0,16,train,0.0,,0,47
MotionBlur,5.0,17,motorcycle,0.48868893820105175,0.5824022953527801,138018,106849
MotionBlur,5.0,18,bicycle,0.6661479909183845,0.8261249220351065,392805,418839
MotionBlur,9.0,0,road,0.9563369044793282,0.9771320763061534,13928418,13912772
MotionBlur,9.0,1,sidewalk,0.7095857384071558,0.788431957024654,2394303,2153790
MotionBlur,9.0,2,building,0.80432381029316,0.9064049387415313,7513655,7764013
MotionBlur,9.0,3,wall,0.6183386984523784,0.7101365981448314,374090,321192
MotionBlur,9.0,4,fence,0.42547032292833703,0.6240837885894971,497156,542344
MotionBlur,9.0,5,pole,0.3213682695076303,0.42574215126214543,655392,491886
MotionBlur,9.0,6,traffic light,0.47812716373594155,0.5598445728309218,136913,100050
MotionBlur,9.0,7,traffic sign,0.5304694088170557,0.5749321947775131,303074,199650
MotionBlur,9.0,8,vegetation,0.8268400367250294,0.9353912555283661,5487833,5853738
MotionBlur,9.0,9,terrain,0.6283077831537232,0.7035273684774181,429527,353606
MotionBlur,9.0,10,sky,0.9152182518262622,0.9566698188724518,1515341,1518313
MotionBlur,9.0,11,person,0.4470115133501941,0.5674375187961115,512074,428524
MotionBlur,9.0,12,rider,0.22003606219026775,0.34218044582392776,56704,50880
MotionBlur,9.0,13,car,0.8512317531290043,0.9512092352185714,2472968,2642761
MotionBlur,9.0,14,truck,0.4711495394442172,0.5105027166745794,94785,56305
MotionBlur,9.0,15,bus,0.0,0.0,11517,0
MotionBlur,9.0,16,train,0.0,,0,43
MotionBlur,9.0,17,motorcycle,0.45984722683493856,0.5517613644597081,138018,103740
MotionBlur,9.0,18,bicycle,0.6510395955234903,0.8169116991891651,392805,420966
MotionBlur,15.0,0,road,0.9483061244236435,0.9738533837798378,13928418,13939467
MotionBlur,15.0,1,sidewalk,0.6604633131932945,0.7471435319589876,2394303,2103120
MotionBlur,15.0,2,building,0.7870334211660485,0.900711970405881,7513655,7852906
MotionBlur,15.0,3,wall,0.5870365747097741,0.703985671897137,374090,337880
MotionBlur,15.0,4,fence,0.3572870205247547,0.5444387677107387,497156,531088
MotionBlur,15.0,5,pole,0.2991650982095459,0.3877969215370343,655392,448328
MotionBlur,15.0,6,traffic light,0.44740234585854993,0.5145749490552395,136913,91008
MotionBlur,15.0,7,traffic sign,0.5191529567674189,0.5583916799197556,303074,192141
MotionBlur,15.0,8,vegetation,0.8115379425428415,0.9271313467446987,5487833,5869615
MotionBlur,15.0,9,terrain,0.5889689200484451,0.643072496024697,429527,315674
