distortion,level,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,gt_count,prediction_count
GaussNoise,5.0,person,0.2019383375484459,0.36602663827835447,0.0702070207020702,0.5492957746478874,0.7304263389808521,142.0,1111.0
GaussNoise,5.0,bicycle,0.07077819888296012,0.14097957248914383,0.031630170316301706,0.26,0.6491593049762334,50.0,411.0
GaussNoise,5.0,car,0.3606210823050132,0.5458554319499934,0.08235294117647059,0.6584158415841584,0.7845629716309095,202.0,1615.0
GaussNoise,5.0,motorcycle,0.22136499364222137,0.4527452745274527,0.07142857142857142,0.5714285714285714,0.688935247573013,7.0,56.0
GaussNoise,5.0,bus,0.0504950495049505,0.2524752475247525,0.022222222222222223,0.5,0.5758053335568611,2.0,45.0
GaussNoise,5.0,train,,,0.0,0.0,0.0,0.0,16.0
GaussNoise,5.0,truck,0.3280940594059406,0.6695544554455446,0.045454545454545456,0.8333333333333334,0.7683413205521843,6.0,110.0
GaussNoise,10.0,person,0.1986278899169857,0.34923308877210973,0.07446808510638298,0.5422535211267606,0.72895653234386,142.0,1034.0
GaussNoise,10.0,bicycle,0.06337566184912301,0.11306542461704122,0.028169014084507043,0.28,0.6966317788712473,50.0,497.0
GaussNoise,10.0,car,0.34448744799316977,0.5316608840993597,0.07491486946651532,0.6534653465346535,0.7727248171922785,202.0,1762.0
GaussNoise,10.0,motorcycle,0.10985105653422485,0.3910891089108911,0.057692307692307696,0.42857142857142855,0.6711959976260076,7.0,52.0
GaussNoise,10.0,bus,0.02524752475247525,0.12623762376237624,0.02631578947368421,0.5,0.5660389347254935,2.0,38.0
GaussNoise,10.0,train,,,0.0,0.0,0.0,0.0,16.0
GaussNoise,10.0,truck,0.35018001800180015,0.721122112211221,0.05747126436781609,0.8333333333333334,0.7438769614685168,6.0,87.0
GaussNoise,20.0,person,0.16499946256277495,0.3018833903565639,0.06515301085883514,0.4647887323943662,0.7258952977988404,142.0,1013.0
GaussNoise,20.0,bicycle,0.055723689753741576,0.11122345191558428,0.023214285714285715,0.26,0.709543196478914,50.0,560.0
GaussNoise,20.0,car,0.30757548973625204,0.5057631953329961,0.0624706434945984,0.6584158415841584,0.7520641944655599,202.0,2129.0
GaussNoise,20.0,motorcycle,0.11327254520323829,0.3228117683563228,0.0847457627118644,0.7142857142857143,0.5986628312265948,7.0,59.0
GaussNoise,20.0,bus,0.0,0.0,0.0,0.0,0.0,2.0,24.0
GaussNoise,20.0,train,,,0.0,0.0,0.0,0.0,12.0
GaussNoise,20.0,truck,0.2877227722772277,0.586138613861386,0.05154639175257732,0.8333333333333334,0.7504673659065119,6.0,97.0
GaussNoise,35.0,person,0.1364050585570848,0.23235635028195026,0.046009389671361506,0.34507042253521125,0.7339308823439963,142.0,1065.0
GaussNoise,35.0,bicycle,0.0035361992548003504,0.009865212100728006,0.022321428571428572,0.1,0.6317116753361611,50.0,224.0
GaussNoise,35.0,car,0.22290421573733407,0.3780162574197872,0.058482358627356214,0.599009900990099,0.7242970691573083,202.0,2069.0
GaussNoise,35.0,motorcycle,0.02067254802403317,0.09558263518659557,0.041666666666666664,0.2857142857142857,0.5296241936676349,7.0,48.0
GaussNoise,35.0,bus,0.0,0.0,0.0,0.0,0.0,2.0,14.0
GaussNoise,35.0,train,,,0.0,0.0,0.0,0.0,27.0
GaussNoise,35.0,truck,0.05007926504875515,0.1012753817754657,0.022900763358778626,0.5,0.7520199876385547,6.0,131.0
GaussNoise,50.0,person,0.0887159830353629,0.17368246919445243,0.03510436432637571,0.2605633802816901,0.7075084950538701,142.0,1054.0
GaussNoise,50.0,bicycle,0.0,0.0,0.0,0.0,0.0,50.0,48.0
GaussNoise,50.0,car,0.11912774203765226,0.21906737510599478,0.057882711348057884,0.37623762376237624,0.6936984396693875,202.0,1313.0
GaussNoise,50.0,motorcycle,0.0014851485148514852,0.01485148514851485,0.1,0.14285714285714285,0.526590041204153,7.0,10.0
GaussNoise,50.0,bus,0.0,0.0,0.0,0.0,0.0,2.0,2.0
GaussNoise,50.0,train,,,0.0,0.0,0.0,0.0,17.0
GaussNoise,50.0,truck,0.0184083351944217,0.03706977840641207,0.023076923076923078,0.5,0.7485488966010941,6.0,130.0
SevereJPEG,80.0,person,0.21669623186828893,0.3730321051669073,0.07155635062611806,0.5633802816901409,0.7357431976887708,142.0,1118.0
SevereJPEG,80.0,bicycle,0.06740117904041669,0.15311985589640764,0.034210526315789476,0.26,0.6767062724313703,50.0,380.0
SevereJPEG,80.0,car,0.35888458987143296,0.551865393102266,0.08854166666666667,0.6732673267326733,0.7790345299602195,202.0,1536.0
SevereJPEG,80.0,motorcycle,0.27407757115893144,0.6043908738699957,0.09433962264150944,0.7142857142857143,0.6989412343220444,7.0,53.0
SevereJPEG,80.0,bus,0.07574257425742574,0.2524752475247525,0.01818181818181818,0.5,0.6036398541228205,2.0,55.0
SevereJPEG,80.0,train,,,0.0,0.0,0.0,0.0,17.0
SevereJPEG,80.0,truck,0.37110875373251606,0.7182461103253183,0.040983606557377046,0.8333333333333334,0.783105568545077,6.0,122.0
SevereJPEG,60.0,person,0.20410795034889612,0.3668875175163353,0.06797853309481217,0.5352112676056338,0.741213621557849,142.0,1118.0
SevereJPEG,60.0,bicycle,0.06545194007458839,0.14863341536887031,0.034574468085106384,0.26,0.6688488582573666,50.0,376.0
SevereJPEG,60.0,car,0.35527854828137106,0.5699348981035727,0.09003831417624521,0.698019801980198,0.7669897125475035,202.0,1566.0
SevereJPEG,60.0,motorcycle,0.2641236285790741,0.6089108910891089,0.08064516129032258,0.7142857142857143,0.7087980376131687,7.0,62.0
SevereJPEG,60.0,bus,0.033663366336633666,0.16831683168316833,0.019230769230769232,0.5,0.5820588529688632,2.0,52.0
SevereJPEG,60.0,train,,,0.0,0.0,0.0,0.0,18.0
SevereJPEG,60.0,truck,0.3715110796793965,0.6962517680339463,0.044642857142857144,0.8333333333333334,0.7783557293691196,6.0,112.0
SevereJPEG,40.0,person,0.20157482241993652,0.36642410284007115,0.06649395509499137,0.5422535211267606,0.7417974228761269,142.0,1158.0
SevereJPEG,40.0,bicycle,0.07326452426888687,0.15967257984721248,0.03234501347708895,0.24,0.6752641564147397,50.0,371.0
