distortion,level,condition,class_name,map_50_95,ap_50,precision_50,recall_50,mean_matched_iou_50,gt_count,prediction_count
LowLight,0.6,restored,person,0.223884621519725,0.37670556555003293,0.07414104882459313,0.5774647887323944,0.7444637564749131,142.0,1106.0
LowLight,0.6,restored,bicycle,0.06901338231536272,0.15040735325957377,0.038560411311053984,0.3,0.6697604069545589,50.0,389.0
LowLight,0.6,restored,car,0.36891479293044155,0.5816223374773521,0.0847457627118644,0.693069306930693,0.7734823609031092,202.0,1652.0
LowLight,0.6,restored,motorcycle,0.3024361646690984,0.6512651265126512,0.07692307692307693,0.7142857142857143,0.7099166547609201,7.0,65.0
LowLight,0.6,restored,bus,0.024788478847884786,0.10099009900990098,0.013333333333333334,0.5,0.576635225795372,2.0,75.0
LowLight,0.6,restored,train,,,0.0,0.0,0.0,0.0,13.0
LowLight,0.6,restored,truck,0.38621581047399595,0.6475247524752475,0.029585798816568046,0.8333333333333334,0.8283646423331563,6.0,169.0
LowLight,0.4,distorted,person,0.19525303793083407,0.3397072968020564,0.07051282051282051,0.5422535211267606,0.7330863781158422,142.0,1092.0
LowLight,0.4,distorted,bicycle,0.05293196980703463,0.12985960436652536,0.03581267217630854,0.26,0.6653101480959569,50.0,363.0
LowLight,0.4,distorted,car,0.35425729932786376,0.5490815794453547,0.09134287661895024,0.6633663366336634,0.7780768729132768,202.0,1467.0
LowLight,0.4,distorted,motorcycle,0.2127905922460378,0.5372647154825373,0.09803921568627451,0.7142857142857143,0.6914885532593562,7.0,51.0
LowLight,0.4,distorted,bus,0.016831683168316833,0.08415841584158416,0.023809523809523808,0.5,0.5545403581705374,2.0,42.0
LowLight,0.4,distorted,train,,,0.0,0.0,0.0,0.0,20.0
LowLight,0.4,distorted,truck,0.3775577557755776,0.6105610561056106,0.05813953488372093,0.8333333333333334,0.7891799627121159,6.0,86.0
LowLight,0.4,restored,person,0.22400358275476476,0.37910977823727116,0.07533632286995516,0.5915492957746479,0.7394759199048005,142.0,1115.0
LowLight,0.4,restored,bicycle,0.06672761567774212,0.15282249921816557,0.04381443298969072,0.34,0.6566161761458056,50.0,388.0
LowLight,0.4,restored,car,0.36623107930295745,0.5762165264375307,0.08679479231246125,0.693069306930693,0.7747327088465592,202.0,1613.0
LowLight,0.4,restored,motorcycle,0.3043468820566267,0.6897689768976897,0.07575757575757576,0.7142857142857143,0.7092673828285075,7.0,66.0
LowLight,0.4,restored,bus,0.020198019801980195,0.10099009900990098,0.0136986301369863,0.5,0.5651345784292757,2.0,73.0
LowLight,0.4,restored,train,,,0.0,0.0,0.0,0.0,15.0
LowLight,0.4,restored,truck,0.4084158415841584,0.6821782178217821,0.03048780487804878,0.8333333333333334,0.7664346688478725,6.0,164.0
LowLight,0.25,distorted,person,0.17008671104248502,0.30020159584039685,0.06329113924050633,0.45774647887323944,0.743031637738561,142.0,1027.0
LowLight,0.25,distorted,bicycle,0.04990933719692826,0.1309647070188481,0.03611111111111111,0.26,0.6487730571187874,50.0,360.0
LowLight,0.25,distorted,car,0.3432369413924478,0.5365163792986581,0.08835341365461848,0.6534653465346535,0.7751682204251065,202.0,1494.0
LowLight,0.25,distorted,motorcycle,0.16204620462046204,0.4917491749174918,0.10810810810810811,0.5714285714285714,0.6798533121909226,7.0,37.0
LowLight,0.25,distorted,bus,0.0,0.0,0.0,0.0,0.0,2.0,29.0
LowLight,0.25,distorted,train,,,0.0,0.0,0.0,0.0,23.0
LowLight,0.25,distorted,truck,0.37755775577557754,0.5825082508250825,0.07142857142857142,0.8333333333333334,0.8212910571869496,6.0,70.0
LowLight,0.25,restored,person,0.2184548749952982,0.3730958455245717,0.07308377896613191,0.5774647887323944,0.7378779864059292,142.0,1122.0
LowLight,0.25,restored,bicycle,0.0665244727854973,0.14592530297394316,0.041237113402061855,0.32,0.6628824153396924,50.0,388.0
LowLight,0.25,restored,car,0.3654365889469791,0.5726851020217368,0.08343337334933974,0.6881188118811881,0.7792940370214668,202.0,1666.0
LowLight,0.25,restored,motorcycle,0.28651061379429865,0.6372637263726372,0.08771929824561403,0.7142857142857143,0.7013201785477862,7.0,57.0
LowLight,0.25,restored,bus,0.012623762376237625,0.06311881188118812,0.015625,0.5,0.5644131631317317,2.0,64.0
LowLight,0.25,restored,train,,,0.0,0.0,0.0,0.0,15.0
LowLight,0.25,restored,truck,0.40358981174317743,0.6821782178217821,0.030864197530864196,0.8333333333333334,0.7699038936971105,6.0,162.0
LowLight,0.1,distorted,person,0.15420400284731206,0.25366944642916955,0.06177156177156177,0.3732394366197183,0.7500380804350929,142.0,858.0
LowLight,0.1,distorted,bicycle,0.02637418187578213,0.058906914838318926,0.0546448087431694,0.2,0.6736761749429275,50.0,183.0
LowLight,0.1,distorted,car,0.25722145770786564,0.41725870911498614,0.075046904315197,0.594059405940594,0.7516009974064803,202.0,1599.0
LowLight,0.1,distorted,motorcycle,0.04729472947294731,0.17931793179317934,0.06896551724137931,0.2857142857142857,0.5798062779875732,7.0,29.0
LowLight,0.1,distorted,bus,0.0,0.0,0.0,0.0,0.0,2.0,28.0
LowLight,0.1,distorted,train,,,0.0,0.0,0.0,0.0,25.0
LowLight,0.1,distorted,truck,0.09030845392231532,0.1650799695354151,0.09375,0.5,0.803039976902812,6.0,32.0
LowLight,0.1,restored,person,0.2068236755698504,0.3678989383051366,0.07005253940455342,0.5633802816901409,0.7243454450702169,142.0,1142.0
LowLight,0.1,restored,bicycle,0.0534634286367114,0.15072674724795937,0.03537735849056604,0.3,0.6162185324439606,50.0,424.0
LowLight,0.1,restored,car,0.35954525053788056,0.5610848261452656,0.08288288288288288,0.6831683168316832,0.7685907327085161,202.0,1665.0
LowLight,0.1,restored,motorcycle,0.263000942951438,0.6072607260726072,0.09090909090909091,0.7142857142857143,0.7158355670956851,7.0,55.0
LowLight,0.1,restored,bus,0.006311881188118812,0.06311881188118812,0.0196078431372549,0.5,0.5275893932017063,2.0,51.0
LowLight,0.1,restored,train,,,0.0,0.0,0.0,0.0,13.0
LowLight,0.1,restored,truck,0.3372749203681262,0.6123055162659122,0.04032258064516129,0.8333333333333334,0.7490236605150018,6.0,124.0
MotionBlur,3.0,distorted,person,0.21161871256535827,0.37308183740754003,0.07116788321167883,0.5492957746478874,0.7372552675448057,142.0,1096.0
MotionBlur,3.0,distorted,bicycle,0.06842025145679269,0.1489497947855548,0.03296703296703297,0.24,0.6833151646883678,50.0,364.0
MotionBlur,3.0,distorted,car,0.36120822096881117,0.560462463315323,0.08521303258145363,0.6732673267326733,0.778749998600008,202.0,1596.0
MotionBlur,3.0,distorted,motorcycle,0.25821233222223317,0.6009139375476009,0.08333333333333333,0.7142857142857143,0.6928539729889928,7.0,60.0
MotionBlur,3.0,distorted,bus,0.0504950495049505,0.2524752475247525,0.01639344262295082,0.5,0.5979174702507543,2.0,61.0
MotionBlur,3.0,distorted,train,,,0.0,0.0,0.0,0.0,17.0
